title,price,area,location,status
2 BHK Apartment in Abalone,"14,500",860,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Windsor County,"15,000",940,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Pristine Pacific,"16,000",970,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in RM Rich County Phase II,"15,000",960,"Vadgaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in TCG TCG Panorama Phase I Bldg C,"15,500",860,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Reelicon Kian,"15,000",860,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in VND Ganesh Galaxy,"10,000",600,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in RM Rich County Phase II,"11,000",540,"Vadgaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Windsor County,"11,500",560,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in TCG TCG Panorama Phase II Bldg B,"11,500",570,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Ganesh Graceland,"13,000",610,"Vadgaon Budruk, Pune",Semi-Furnished
3 BHK Apartment in Kolte Patil IVY Apartments,"21,000",1600,"Wagholi, Pune",Semi-Furnished
3 BHK Apartment in Amit Bloomfield Apartment,"27,000",1700,"Ambegaon Budruk, Pune",Semi-Furnished
3 BHK Apartment in Amit Bloomfield Apartment,"28,000",1750,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Windsor County,"15,000",900,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Sanket Kool Homes Panchamrut,"16,000",960,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in TCG TCG Panorama Phase II Bldg B,"11,000",560,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in TCG TCG Panorama Phase I Bldg C,"15,000",860,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Windsor County,"14,000",860,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Sancheti Pratik Nagar,"12,000",850,"Yerawada, Pune",Unfurnished
1 BHK Apartment in Reputed Builder Sanas Corner,"25,000",850,"Koregaon Park, Pune",Semi-Furnished
1 BHK Apartment in Goel Ganga Goel Hari Ganga,"15,000",750,"Yerawada, Pune",Unfurnished
2 BHK Apartment in Karia Konark Kinara,"25,000",1050,"Kalyani Nagar, Pune",Semi-Furnished
1 BHK Apartment in Reputed Builder Ram Society,"13,000",650,"Yerawada, Pune",Semi-Furnished
2 BHK Apartment in Reputed Builder Dhanlaxmi Vihar,"25,000",1200,"Dhanori, Pune",Furnished
2 BHK Apartment in Pride Aashiyana,"25,000",950,"Lohegaon, Pune",Furnished
3 BHK Apartment in Nyati Evita,"23,000",1300,"Lohegaon, Pune",Semi-Furnished
2 BHK Apartment in Triaa Hillome,"16,000",900,"Lohegaon, Pune",Semi-Furnished
2 BHK Apartment in Agrawal Sai Dham,"15,000",1000,"Dhanori, Pune",Unfurnished
1 BHK Apartment in Rajgopal Shreeram Greens,"11,000",700,"Dhanori, Pune",Unfurnished
2 BHK Apartment in Raojee Palladium Grand Phase II K,"18,500",1050,"Dhanori, Pune",Semi-Furnished
1 BHK Apartment in Aurum Elementto,"16,000",700,"Lohegaon, Pune",Furnished
2 BHK Apartment in Triaa Hillome,"16,500",900,"Lohegaon, Pune",Semi-Furnished
1 BHK Apartment in Nivasa Udaan,"16,000",700,"Lohegaon, Pune",Furnished
1 RK Studio Apartment,"8,000",401,"Karve Nagar, Pune",Semi-Furnished
1 BHK Apartment,"12,000",600,"Karve Nagar, Pune",Unfurnished
1 BHK Apartment,"14,000",750,"Karve Nagar, Pune",Unfurnished
2 BHK Apartment,"28,000",1200,"Kothrud, Pune",Semi-Furnished
2 BHK Apartment,"15,000",1100,"Kothrud, Pune",Semi-Furnished
2 BHK Independent House,"18,000",1200,"Karve Nagar, Pune",Semi-Furnished
1 BHK Apartment,"10,000",600,"Karve Nagar, Pune",Furnished
2 BHK Apartment,"16,000",900,"Karve Nagar, Pune",Unfurnished
2 BHK Apartment,"28,000",750,"Kothrud, Pune",Furnished
6 BHK Apartment,1.25 L,5000,"Karve Nagar, Pune",Furnished
2 BHK Apartment in Amanora Future Towers,"22,000",800,"Hadapsar, Pune",Furnished
2 BHK Apartment in JKG Purvarang,"16,000",955,"Wagholi, Pune",Unfurnished
3 BHK Apartment in Revell Revell Orchid Phase 2,"23,000",1300,"Lohegaon, Pune",Semi-Furnished
2 BHK Apartment in Goel Ganga Goel Hari Ganga,"23,000",1050,"Yerawada, Pune",Unfurnished
3 BHK Apartment in Shree Lake Vista,"20,000",1350,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Pristine Pacific,"11,000",610,"Ambegaon Budruk, Pune",Unfurnished
1 BHK Apartment in Pristine Pacific,"11,000",610,"Ambegaon Budruk, Pune",Unfurnished
2 BHK Apartment,"16,000",960,"Dhankawadi Police Station Road, Pune",Semi-Furnished
2 BHK Apartment in Windsor County,"15,000",900,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Sanket Kool Homes Panchamrut,"16,000",960,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in TCG TCG Panorama Phase II Bldg B,"11,000",560,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in TCG TCG Panorama Phase I Bldg C,"15,000",860,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Windsor County,"14,000",860,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Buildcorp Build Uttam Townscape Elite,"23,000",1050,"Yerawada, Pune",Semi-Furnished
2 BHK Apartment in Goel Ganga Goel Hari Ganga,"21,000",1050,"Yerawada, Pune",Unfurnished
2 BHK Apartment in Reputed Builder Silver Oak Society,"26,000",1050,"New Kalyani Nagar, Pune",Semi-Furnished
2 BHK Apartment in Tyagi Uttam Townscapes Elite,"23,000",1050,"Vishrantwadi, Pune",Unfurnished
2 BHK Apartment in K Raheja Woods,"27,000",1050,"Kalyani Nagar, Pune",Semi-Furnished
2 BHK Apartment in Siddheshwar Nagar Cooperative Housing Society,"21,000",1150,"Tingre Nagar, Pune",Furnished
2 BHK Apartment in R G Mahalaxmi Vihar,"18,000",1050,"Vishrantwadi, Pune",Unfurnished
2 BHK Apartment in Karia Konark Kinara,"26,000",1050,"Kalyani Nagar, Pune",Semi-Furnished
1 BHK Apartment in Swaraj Homes Siddheshwar Nagar CHS,"16,000",650,"Tingre Nagar, Pune",Furnished
2 BHK Apartment in Shreeyash Shree Woods,"22,000",1100,"Dhanori, Pune",Furnished
2 BHK Apartment in Pratham Sukhwani Emerald,"35,000",1000,"Hadapsar, Pune",Furnished
1 BHK Apartment,"17,000",610,"Katraj, Pune",Furnished
2 BHK Apartment in Reputed Builder Dhanlaxmi Vihar,"25,000",1200,"Dhanori, Pune",Furnished
2 BHK Apartment in Pride Aashiyana,"25,000",950,"Lohegaon, Pune",Furnished
3 BHK Apartment in Nyati Evita,"23,000",1300,"Lohegaon, Pune",Semi-Furnished
2 BHK Apartment in Triaa Hillome,"16,000",900,"Lohegaon, Pune",Semi-Furnished
2 BHK Apartment in Agrawal Sai Dham,"15,000",1000,"Dhanori, Pune",Unfurnished
1 BHK Apartment in Rajgopal Shreeram Greens,"11,000",700,"Dhanori, Pune",Unfurnished
2 BHK Apartment in Raojee Palladium Grand Phase II K,"18,500",1050,"Dhanori, Pune",Semi-Furnished
1 BHK Apartment in Aurum Elementto,"16,000",700,"Lohegaon, Pune",Furnished
2 BHK Apartment in Triaa Hillome,"16,500",900,"Lohegaon, Pune",Semi-Furnished
1 BHK Apartment in Nivasa Udaan,"16,000",700,"Lohegaon, Pune",Furnished
1 BHK Apartment,"15,000",800,"Dhanori, Pune",Furnished
2 BHK Apartment in Vijayalaxmi Laxmisatyam Residency,"18,000",900,"Dhanori, Pune",Unfurnished
1 BHK Apartment in Yashada Splendid County,"13,000",650,"Lohegaon, Pune",Semi-Furnished
1 BHK Apartment in Kohinoor Iris Park Phase II,"9,500",650,"Hadapsar, Pune",Unfurnished
3 BHK Apartment in Kumar Paradise,"35,000",1500,"Hadapsar, Pune",Unfurnished
3 BHK Apartment in Amit Astonia Royale,"28,500",1550,"Ambegaon Budruk, Pune",Furnished
3 BHK Apartment in Amit Astonia Royale,"25,000",1660,"Ambegaon Budruk, Pune",Furnished
3 BHK Apartment in Amit Astonia Royale,"28,000",1650,"Ambegaon Budruk, Pune",Furnished
2 BHK Apartment in Amit Astonia Royale,"16,500",1100,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Chirag Grande View 7,"21,000",950,"Vadgaon Budruk, Pune",Furnished
3 BHK Apartment in Sanket Kool Homes Panchamrut,"20,000",1200,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Sanket Kool Homes Panchamrut,"15,000",920,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Surana Rajyog,"15,000",890,"Dhayari, Pune",Semi-Furnished
1 BHK Apartment in Aagam Highway Bliss,"11,000",600,"Vadgaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Aagam Highway Bliss,"16,000",910,"Vadgaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Reputed Builder Ganesh Nisrag,"18,000",960,"Ambegaon Budruk, Pune",Furnished
2 BHK Apartment in Chirag Grande View 7,"16,000",960,"Vadgaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in GM Springfield Graceful Spaces,"14,500",860,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Reelicon Kian,"10,500",590,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Reelicon Kian,"14,500",910,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in GM Spring Meadows,"11,000",570,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in GM Spring Meadows,"21,000",960,"Ambegaon Budruk, Pune",Furnished
2 BHK Apartment in GM Spring Meadows,"14,500",890,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Ganesh Graceland,"11,500",620,"Vadgaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Ganesh Graceland,"16,000",920,"Vadgaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Amit Bloomfield Apartment,"18,500",1175,"Ambegaon Budruk, Pune",Semi-Furnished
3 BHK Apartment in Amit Bloomfield Apartment,"24,000",1760,"Ambegaon Budruk, Pune",Unfurnished
3 BHK Apartment in Amit Bloomfield Apartment,"32,000",1650,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Amit Bloomfield Villas,"22,000",1180,"Ambegaon Budruk, Pune",Furnished
1 BHK Apartment in Windsor County,"11,000",610,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Windsor County,"16,000",870,"Ambegaon Budruk, Pune",Semi-Furnished
2 BHK Apartment in Windsor County,"15,000",860,"Ambegaon Budruk, Pune",Semi-Furnished
3 BHK Apartment in Amit Bloomfield Apartment,"27,000",1700,"Ambegaon Budruk, Pune",Semi-Furnished
3 BHK Apartment in Amit Bloomfield Apartment,"28,000",1750,"Ambegaon Budruk, Pune",Semi-Furnished
1 BHK Apartment in Vivanta Life Vishakha Phase I,"13,000",600,"Dhanori, Pune",Unfurnished
2 BHK Apartment in Windsor County,"15,000",860,"Ambegaon Budruk, Pune",Semi-Furnished
3 BHK Apartment in Sai Proviso Leisure Town,"39,000",1500,"Hadapsar, Pune",Semi-Furnished
1 BHK Apartment in Amanora Adreno Towers,"23,000",635,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment in Amanora Adreno Towers,"35,000",1187,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Amanora Gateway Towers,"45,000",1250,"Hadapsar, Pune",Semi-Furnished
3 BHK Apartment in Venkateshwara Florencia,"55,000",1855,"Koregaon Park, Pune",Semi-Furnished
3 BHK Apartment in Amanora Adreno Towers,"45,000",1560,"Hadapsar, Pune",Semi-Furnished
2 BHK Apartment in Reputed Builder Marigold Golden Palms,"18,000",950,"Kharadi, Pune",Unfurnished
1 BHK Apartment in Satyam Oak Vista,"10,000",654,"Hadapsar, Pune",Unfurnished
2 BHK Apartment in Bhandari Savannah,"13,000",1001,"Wagholi, Pune",Semi-Furnished
1 BHK Independent Floor,"12,000",575,"Wadgaon Sheri, Pune",Unfurnished
1 BHK Independent Floor,"12,000",590,"Wadgaon Sheri, Pune",Unfurnished
1 BHK Independent Floor,"12,000",570,"Wadgaon Sheri, Pune",Unfurnished
2 BHK Apartment in Reputed Builder Bombay Sappers,"25,000",950,"Wadgaon Sheri, Pune",Unfurnished
2 BHK Apartment in Ravinanda Skylights,"15,000",951,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Gera The Galaxy Gardens,"43,000",1300,"Koregaon Park, Pune",Furnished
1 BHK Apartment in Aakankssha Jubilation,"9,000",551,"Wagholi, Pune",Unfurnished
3 BHK Apartment in Rahul Towers,"42,000",1500,"Kothrud, Pune",Semi-Furnished
2 BHK Apartment in Rajmudra Apartment Kothrud,"30,000",1000,"Kothrud, Pune",Semi-Furnished
1 BHK Apartment in Zyz,"15,000",680,"Baner, Pune",Furnished
1 BHK Apartment in Vistacore Ambiience Antilia,"18,200",700,"Bavdhan, Pune",Unfurnished
2 BHK Apartment in Gini Belvista,"18,000",1150,"Dhanori, Pune",Unfurnished
1 BHK Apartment in Kumar Samruddhi Society,"15,000",690,"Tingre Nagar, Pune",Unfurnished
1 BHK Apartment in Goyal Classics,"12,000",620,"Vishrantwadi, Pune",Unfurnished
2 BHK Apartment in Shriram Pride,"17,000",980,"Dhanori, Pune",Unfurnished
2 BHK Apartment in Raojee Palladium Homes,"20,000",980,"Dhanori, Pune",Semi-Furnished
2 BHK Apartment in Tirupati Vasantam,"28,000",900,"Dhanori, Pune",Semi-Furnished
2 BHK Apartment in Pride World City,"20,000",1002,"Lohegaon, Pune",Semi-Furnished
3 BHK Apartment in Sankla Satyam Rajyog,"21,000",1742,"Dhanori, Pune",Unfurnished
2 BHK Apartment in Choice Goodwill Orchids,"15,000",1041,"Dhanori, Pune",Unfurnished
2 BHK Apartment in DS Kasturba Housing Society,"15,000",800,"Vishrantwadi, Pune",Unfurnished
2 BHK Apartment in Goyal Classics,"22,000",1200,"Vishrantwadi, Pune",Unfurnished
3 BHK Apartment in Shreyas Palladium Exotica,"25,000",1650,"Dhanori, Pune",Semi-Furnished
2 BHK Apartment in Shreyas Palladium Grand,"20,000",992,"Dhanori, Pune",Semi-Furnished
1 BHK Apartment in Choice Goodwill Valencia,"12,000",660,"Dhanori, Pune",Unfurnished
1 BHK Apartment in Group Vishrant CHS,"11,000",780,"Vishrantwadi, Pune",Unfurnished
1 BHK Apartment in Choice Goodwill Sundaram,"13,000",680,"Dhanori, Pune",Semi-Furnished
1 BHK Apartment in Mittal Life Park,"14,000",780,"NIBM Annex Mohammadwadi, Pune",Semi-Furnished
1 BHK Apartment in Shrey Paradise,"13,000",680,"Dhanori, Pune",Semi-Furnished
1 BHK Apartment in Goyal Enclave,"13,000",525,"Vishrantwadi, Pune",Semi-Furnished
2 BHK Apartment in Gandham Nagar CHS,"17,000",1080,"Yerawada, Pune",Unfurnished
1 BHK Apartment in Sancheti Pratik Nagar,"15,000",680,"Yerawada, Pune",Unfurnished
2 BHK Apartment in Nestoria Pratiknagar,"17,000",1060,"Yerawada, Pune",Semi-Furnished
1 BHK Apartment in Vishrantvadi Lokpriya Nagari,"13,000",600,"Vishrantwadi, Pune",Unfurnished
1 BHK Apartment in Vishrantvadi Lokpriya Nagari,"14,000",650,"Vishrantwadi, Pune",Semi-Furnished
3 BHK Apartment in Townscape Anurag,"32,000",1500,"Vishrantwadi, Pune",Unfurnished
1 BHK Apartment in Goyal Classics,"14,000",780,"Vishrantwadi, Pune",Unfurnished
1 BHK Apartment in Raviraj Opela,"15,000",825,"Yerawada, Pune",Unfurnished
2 BHK Apartment in Mittal Treedom Park,"24,000",1296,"Vishrantwadi, Pune",Unfurnished
2 BHK Apartment in Goel Ganga Ganga Niwas,"18,000",1080,"Dhanori, Pune",Unfurnished
2 BHK Apartment in Townscape Manas,"14,000",1080,"Dhanori, Pune",Semi-Furnished
2 BHK Apartment in Anshul Shree Hans Garden,"17,000",1010,"Dhanori, Pune",Unfurnished
2 BHK Apartment in MST Aspire,"15,000",1080,"Dhanori, Pune",Unfurnished
2 BHK Apartment in Amba Nagari,"17,000",1080,"Vishrantwadi, Pune",Unfurnished
2 BHK Apartment in Tingre Star Max,"18,000",980,"Dhanori, Pune",Semi-Furnished
1 BHK Apartment in Townscape Anurag,"12,000",690,"Vishrantwadi, Pune",Semi-Furnished
1 BHK Apartment in ABM Homes,"10,500",432,"Dhanori, Pune",Unfurnished
1 BHK Apartment in ABM Homes,"7,500",302,"Dhanori, Pune",Unfurnished
1 BHK Apartment in Bhargav Palace,"14,500",610,"Wadgaon Budruk, Pune",Semi-Furnished
1 RK Studio Apartment in Amanora Neo Towers,"17,500",465,"Hadapsar, Pune",Furnished
2 BHK Apartment in Reputed Builder Devgiri Apartment,"15,000",1250,"Dattavadi, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil Cheryl,"35,000",1200,"Kharadi, Pune",Semi-Furnished
1 BHK Independent House,"11,000",600,"Wadgaon Sheri, Pune",Semi-Furnished
1 BHK Apartment in Amanora Neo Towers,"23,000",650,"Hadapsar, Pune",Furnished
2 BHK Apartment in Vilas Yashwin Encore,"20,000",1050,"Wakad, Pune",Unfurnished
2 BHK Apartment in Reputed Builder Sakal Nagar,"20,000",900,"Aundh, Pune",Unfurnished
2 BHK Apartment in Majestique Manhattan,"13,000",890,"Wagholi, Pune",Unfurnished
2 BHK Apartment in Eden Garden,"33,000",1025,"Viman Nagar, Pune",Furnished
2 BHK Apartment in 5 Star Royal Grande,"22,000",1000,"Wakad, Pune",Unfurnished
3 BHK Villa in Kolte Patil Ivy Villa,"27,500",2800,"Wagholi, Pune",Semi-Furnished
3 BHK Apartment in Kolte Patil IVY Apartments,"23,000",1000,"Wagholi, Pune",Semi-Furnished
3 BHK Apartment in Mainland Valencia,"24,000",2100,"Wagholi, Pune",Semi-Furnished
3 BHK Apartment in Mainland Valencia,"34,000",2100,"Wagholi, Pune",Furnished
3 BHK Villa in Kolte Patil Ivy Villa,"24,500",2900,"Wagholi, Pune",Semi-Furnished
3 BHK Villa in Kolte Patil Ivy Villa,"24,000",2900,"Wagholi, Pune",Semi-Furnished
3 BHK Villa in Kolte Patil Ivy Villa,"25,500",2800,"Wagholi, Pune",Semi-Furnished
3 BHK Villa in BU Bhandari Chrrysalis,"33,000",2800,"Wagholi, Pune",Furnished
2 BHK Apartment in Yashada Splendid Courtyard,"17,000",970,"Lohegaon, Pune",Unfurnished
1 BHK Apartment in Yashada Splendid Courtyard,"16,000",700,"Lohegaon, Pune",Unfurnished
3 BHK Apartment in Reputed Builder Kumar Park,"35,000",1500,"Gultekdi, Pune",Semi-Furnished
1 BHK Apartment,"12,000",600,"Bibwewadi, Pune",Semi-Furnished
1 BHK Apartment,"11,000",550,"Bibwewadi, Pune",Semi-Furnished
2 BHK Apartment in Rohan Abhilasha,"20,000",1000,"Wagholi, Pune",Furnished
2 BHK Apartment,"25,000",1085,"Mukund Nagar, Pune",Semi-Furnished
3 BHK Apartment,"25,100",1500,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Rohan Abhilasha,"19,000",1000,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Rohan Abhilasha,"24,000",1000,"Wagholi, Pune",Furnished
1 BHK Apartment in Kolte Patil Umang Premiere,"16,000",700,"Wagholi, Pune",Furnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"20,100",700,"Wagholi, Pune",Furnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"14,000",900,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"19,000",1000,"Wagholi, Pune",Furnished
1 BHK Apartment in Kolte Patil Ivy Estate Nia,"15,400",700,"Wagholi, Pune",Furnished
2 BHK Apartment in Kolte Patil IVY Apartments,"18,010",1100,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil IVY Apartments,"21,500",1200,"Wagholi, Pune",Furnished
2 BHK Apartment in Kolte Patil IVY Apartments,"18,000",1300,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil Umang Premiere,"15,000",900,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Ravinanda Trinity,"12,500",900,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Ravinanda Trinity,"18,000",900,"Wagholi, Pune",Furnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"13,500",900,"Wagholi, Pune",Semi-Furnished
4 BHK Apartment in Bramha Sun City Phase 2,"44,000",1500,"Kalyani Nagar, Pune",Unfurnished
2 BHK Apartment in VVM Magnum Lifestyle,"17,500",1100,"Dhanori, Pune",Unfurnished
1 BHK Apartment in Tirupati Kashi Ganga,"15,000",750,"Dhanori, Pune",Unfurnished
2 BHK Apartment in Marvel Arco,"45,000",1385,"Hadapsar, Pune",Furnished
1 BHK Apartment in 5 Star Royal Entrada,"16,000",625,"Wakad, Pune",Unfurnished
1 RK Studio Apartment,"8,000",600,"Wadgaon Sheri, Pune",Unfurnished
2 BHK Apartment in Magarpatta Iris,"29,000",1000,"Hadapsar, Pune",Semi-Furnished
1 RK Studio Apartment,"5,000",300,"Bibwewadi, Pune",Unfurnished
1 BHK Apartment in Swaraj Homes Yogayog Society,"13,000",622,"Bibwewadi, Pune",Furnished
2 BHK Apartment in Reputed Builder Mahesh Society,"25,000",980,"Bibwewadi, Pune",Semi-Furnished
3 BHK Villa in Swaraj Homes Ganatra Complex,"35,000",2000,"Gultekdi, Pune",Furnished
3 BHK Apartment,"47,000",1700,"Mukund Nagar, Pune",Furnished
3 BHK Villa,"32,000",1800,"Anand Tirth Nagar, Pune",Furnished
1 BHK Apartment in Espree Reverie,"15,000",800,"Vadgaon Sheri, Pune",Unfurnished
3 BHK Apartment in Amanora Aspire Towers,"55,000",2000,"Hadapsar, Pune",Furnished
1 BHK Apartment,"16,000",650,"Karve Nagar, Pune",Semi-Furnished
3 BHK Apartment in Nyati Enchante II,"43,000",1200,"Kalyani Nagar, Pune",Semi-Furnished
1 BHK Apartment in Aurum Elementto,"10,000",810,"Lohegaon, Pune",Unfurnished
2 BHK Apartment in Krishna Aeropolis,"17,000",990,"Lohegaon, Pune",Unfurnished
4 BHK Apartment in Bramha Sun City Phase 2,"44,000",1500,"Kalyani Nagar, Pune",Unfurnished
2 BHK Apartment in Rohan Abhilasha,"20,000",1000,"Wagholi, Pune",Furnished
2 BHK Apartment,"25,000",1085,"Mukund Nagar, Pune",Semi-Furnished
3 BHK Apartment,"25,100",1500,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Rohan Abhilasha,"19,000",1000,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Rohan Abhilasha,"24,000",1000,"Wagholi, Pune",Furnished
1 BHK Apartment in Kolte Patil Umang Premiere,"16,000",700,"Wagholi, Pune",Furnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"20,100",700,"Wagholi, Pune",Furnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"14,000",900,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"19,000",1000,"Wagholi, Pune",Furnished
1 BHK Apartment in Kolte Patil Ivy Estate Nia,"15,400",700,"Wagholi, Pune",Furnished
2 BHK Apartment in Kolte Patil IVY Apartments,"18,010",1100,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil IVY Apartments,"21,500",1200,"Wagholi, Pune",Furnished
2 BHK Apartment in Kolte Patil IVY Apartments,"18,000",1300,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Kolte Patil Umang Premiere,"15,000",900,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Ravinanda Trinity,"12,500",900,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Ravinanda Trinity,"18,000",900,"Wagholi, Pune",Furnished
2 BHK Apartment in Kolte Patil Ivy Estate Nia,"13,500",900,"Wagholi, Pune",Semi-Furnished
2 BHK Apartment in Pristine Classique,"17,000",950,"Wagholi, Pune",Semi-Furnished
